id,feedback,tag,label
4679,velosipedin əl tutan rezinləri yoxdur,,technical_support
4680,it is expensive for such distance. almost equal to taxi prices,,other
4681,Kilidi qiriq aviablede isleyir,Other,technical_support
4682,Kilid axira qeder acilmir anbara getmelidi,QR code,technical_support
4683,lol,,other
4684,"pedalında problem var, rahat sürə bilmirəm",,technical_support
4685,iki dəfə velo dəyişdim ikisidə normal işləmirdi. artıq vaxtım qalmadığı üçün məcbur sürdüm…,,technical_support
4686,Sol tormoz tutmur,Other,technical_support
4687,end ride was problamatic,,customer_support
4688,ejdaha velodur,,other
4689,Arxa super qırığdı,Gears/transmission,technical_support
4690,nasaz velo,,technical_support
4691,həeəkət zamanı tutulur təkərlər bəzən,,technical_support
4692,Çox səs gəlir,Other,technical_support
4693,Salam zəng edin zəhmət olmasa,QR code,customer_support
4694,rul sinigdir,,technical_support
4695,dfddjaba,,other
4696,Velosiped məndən uzaqda olanda aktivləşdi. Mən fərqli birini etdiyimi düşünürdüm,Other,customer_support
4697,No back brakes,Brakes,technical_support
4698,Baglayin zehmet olmasa,Other,customer_support
4699,saddle post locker is broken,,technical_support
4700,bozuktu,,technical_support
4701,Back wheel not turning,Gears/transmission,technical_support
4702,spidometr işlemir ve dartma zeif kimidir. motor uğuldayir,,technical_support
4703,Arxa təkər çox sürüşkəndir.,Rear wheel,technical_support
4704,Qarabağ 22 ünvanında Araz market qarşısında dayanacaq olsa çox yaxşı olar,,other
4705,pedal öz özüne boşalırdı,,technical_support
4706,tormozlamib,,technical_support
4707,Nıye bu qedrr pul?,,customer_support
4708,"narahatdır, amortizasiyası yoxdur",,technical_support
4709,kartimnen ne ucun balans ola ola pul cixildi?,,customer_support
4710,kreslo narahatdı,,other
4711,Bitirmek olmur gedişi,Firmware,customer_support
4712,"salam parking zonasina olan bir waze kimi istiqametlendirici elave edin.Birde men velo nu sururem ,28 mayda velosiped yolunda extra brendin onundeki terefde olan zolaqda deyir qadagan edilmis zonadasan bu sehfdr",,other
4713,əyləcləri işləmir ciddiproblem yarada bilər,,technical_support
4714,3 skorodran atir,,technical_support
4715,Daha çox park nöktəsi,Gears/transmission,other
4716,velosiped açılmadı boş yere pul çıxdı,,customer_support
4717,Siqnal və qripslər yoxdur,Other,technical_support
4718,"yarımçıq batereya bitdi , götürəndə 18km yazmışdı 4km getmədi",,customer_support
4719,Chain broken on first 2 meters of riding,Chain,technical_support
4720,qiymetler bir volisipet ucun cox bahadir,,other
4721,bu superdi,,other
4722,нормально,,other
4723,seat is not adjustable,,technical_support
4724,nasazlığı var elektrik işə düşmür,,technical_support
4725,nə parkonginiz var nədə proqramınız düz əməlli işləyir,,other
4726,Pedal telefob tutacagi qiriq,Other,technical_support
4727,əlaaa,,other
4728,getmir zulm cekdim,,customer_support
4729,xarb səslər çıxır,,technical_support
4730,н,,other
4731,Men bunu parklanma yerinden elave ne e saxlaya bilerem,Other,customer_support
4732,3 cü skorusda pedal atır,,technical_support
4733,pul artıq çıxıb,,customer_support
4734,"Велосипед не едет, очень очень бесит",Electrical system,technical_support
4735,şarj yeri laxlayır,,technical_support
4736,təkərkər saga-sola çəkir,,technical_support
4737,zınqrov işdəmir,,technical_support
4738,sayini çoxaldin 👍,,other
4739,yarı yolda enerjisi bitdi. əziyyətlə gətirib çıxardım,,customer_support
4740,bu qiymete bazarda nece yer tutacaginiz maraglidi,,other
4741,поломанная трансмиссия,,technical_support
4742,почему я не могу остановить велик здесь?,Other,customer_support
4743,Добавьте арматизацию,,other
4744,bahadir qeyrler,,other
4745,2ci sürətə keçnir ancaq 1 və 3 işləyir,,technical_support
4746,Gps - kilid açılmır,Other,technical_support
4747,Paek edilmir!!! Bu problemi hell edin,Other,customer_support
4748,супер спасибо большое за информацию очень приятно что дали прамакод дайте ещё пожалуйста,,other
4749,Dinama şunuru,Other,technical_support
4750,pedal qırığ idi,,technical_support
4751,Kidde ididi,,other
4752,oturacaqin nizamlayicisi yoxdur,,technical_support
4753,limited power,,technical_support
4754,Velosiped yanımda deyir tamamlamaq olmur,QR code,customer_support
4755,sep yoxdu odenizi qaytarin,,customer_support
4756,велосипеды после дождя все грязные,,technical_support
4757,yolda qoydu məni söndü,,customer_support
4758,velosiped yolları yoxdur ehmedli ve hezi aslanov istiqamətində. çox çətinlik çəkdim😢,,other
4759,Руль кривой и очень жесткий,Handlebar,technical_support
4760,Ramasi terpenor surende,,technical_support
4761,yararsiz,,technical_support
4762,mühərrik işləmir.  Əyləc pis işləyir,,technical_support
4763,не работает тормоз,,technical_support
4764,Bulvar ərazisində bütün velospoied yolları bağlıdır. Sürmək üçün normal şərait yoxdur.,,other
4765,Zaryatka qurtarıb parklanmaya daşımışam ciyinlərimdə amma uzaqda görsədir,Other,customer_support
4766,Ön krlo dəmiri qırığdı,Other,technical_support
4767,arxa təkərdə səs var nəsə sürtülür,,technical_support
4768,велосипед не работает,,technical_support
4769,skorusu dəyişmək olmur,,technical_support
4770,elektrik sistemində problem var.,,technical_support
4771,chain broken,,technical_support
4772,AcilMir velsoped,Display,technical_support
4773,sürüş baş tutmadı ödənişimi geri qaytarın,,customer_support
4774,"Salam, çox bərbad Rolu əyridir 2305",,technical_support
4775,tormuz sistemi yaxşı islemur,,technical_support
4776,pedal surende velodan ses gelir,,technical_support
4777,Velosiped kilidlənib işləmir,Brakes,customer_support
4778,problem yarandı,,customer_support
4779,Sep qoruyucu krel qiriq,Other,technical_support
4780,tormoz zeifdir biraz,,technical_support
4781,gedişi sonlandira bilmirdim,,customer_support
4782,Rulavoy sıxılmalıdı. Boşdur,Handlebar,technical_support
4783,"velonun təkərləri çox nazikdir, bəzən təhlükəli hallar yaranır buna görə, xüsusən Bakının yollarını nəzərə alsaq",,other
4784,Qarayevə kimi yol çəkin😁,,other
4785,Руль не ровный!! очень мешает в поездке,,technical_support
4786,it was amazin,,other
4787,Problem with speed,,technical_support
4788,"Kiliddə mexanizm problemi var, əl ilə bağlamağa kömək etdim",,technical_support
4789,əyləc sistemi çox bərbaddlr qəza riski yüksəkdir,,technical_support
4790,no so much velosiped roads...,,other
4791,"Əla. Batareya əla, gediş yaxşı. Gecə yığmasanız daha yaxşı olar:))",,other
4792,islümjr pedal,,technical_support
4793,"Gedişi Bitirə Bilmirəm, Artıq 2 dq Boş Yerə Getdi",Other,customer_support
4794,xarabdir. pedal agir firlanir,,technical_support
4795,0 xidmət 0,,other
4796,əla 👌🏽,,other
4797,Digərlərinə müqayisədə daha çox ayaq gücü tələb edir.,,other
4798,wireless charger islemir,,technical_support
4799,No blinker,Lights,technical_support
4800,Artıq kimsə məndən öncə qırıb velosipedi,,technical_support
4801,сидение крутилось😂,,technical_support
4802,Sol sukan tutacaq rezini yoxdur,,technical_support
4803,battery,,technical_support
4804,bunun da tormozu ilişir,,technical_support
4805,Batareyası bitib deyə sürüşü bitirməmə icazə vermir və məndən pul çıxır,Battery,customer_support
4806,"Salam, vélo kilidden cixmir",Other,customer_support
4807,"10 deqiq sizin app ile ugrasmisam, baglayanda deyirdi uzaqdasiz halbuki velosipedin yanindaydim, məcub 10 deqiqi velosipedin yaninda gozlemisem. size gore vaxtimi itirdim zehmet olmasa kompensasiya edin",,customer_support
4808,the bike has low amortized,,technical_support
4809,sükan pis dönür,,technical_support
4810,Mən velosipedi parkingdə saxlamışam ama siz qadağan olunmuş zonadı deyə qeyd edirsiz,Other,customer_support
4811,pedalını bərkitmək lazımdır,,technical_support
4812,after years it was really good,,other
4813,"Сиденье сломанное, регулировать нельзя. Руль баланса с колесом нету",Saddle,technical_support
4814,Ötürücü xarab idi,,technical_support
4815,tormoz bərbad ilişir,,technical_support
4816,не могу завершить поездку,Battery,customer_support
4817,the best experience in Baku so far !,,other
4818,broken motor,,technical_support
4819,Cant move,Display,technical_support
4820,alınmadı,,customer_support
4821,Sol ordakı qırıqdır,Pedals,technical_support
4822,Didnt open,Gears/transmission,technical_support
4823,Bağlamaq olmur qaqa,Other,customer_support
4824,lastik inil gibiydi,,technical_support
4825,park yeri deyir duzgjn islemir,,technical_support
4826,ucuzdu sadəcə,,other
4827,judo federasiyasın qabağında olsa əla olar,,other
4828,Baterka qurtardı qaldı burda,Ignition,customer_support
4829,batareykasi oynagdi,,technical_support
4830,"tormozlar berbad gunde idi ,tehlukeli idi",,technical_support
4831,Loc hissəsi,Other,technical_support
4832,Sükan ön təkər ses eliyir,Other,technical_support
4833,Arxa tormuza baxış,Other,technical_support
4834,Mene 4 deqiqe lazimdi olar?,Other,customer_support
4835,Parklama stendində park eləmişəm xaiş edirəm o dayanacağı artırın sistemə,Kickstand,customer_support
4836,Skuter bir qədər qəzalıdır,,technical_support
4837,ayıbdıye hardadı narıncılar yoxdu şeherde neynemisiz dede qorqud parkındayam yoxdy genclik metro yoxdy ayıbıd,,other
4838,rulda əyrilik var,,technical_support
4839,erazi limitiinin kichik olmaghi problemdir,,other
4840,Ötürücü işləmir Anabar,Lights,technical_support
4841,heavy pedal,,technical_support
4842,Velo yaxşı idi. Ancaq bəzi velosipedlərdə problem olur. Tez-tez texniki baxış olunarsa daha yaxşı olar.,,technical_support
4843,pedalı yaxşı deyildi,,technical_support
4844,batareka zəyif,,technical_support
4845,"Велосипед сломан, цепь выпала",Pedals,technical_support
4846,qabaq teker acilmir,,technical_support
4847,oturcaq tenzimenlir,,technical_support
4848,baha oldu,,other
4849,Telefon Tutan,Other,technical_support
4850,super dehset,,other
4851,qeweng,,other
4852,e-bike parkingdadi lakin xaritede gosterir ki bashqa yerdedir. bagliya bilmirem,Motor,customer_support
4853,cox pis,,other
4854,super super super,,other
4855,50 faiz discount???,,customer_support
4856,suret zeifdi,,technical_support
4857,çox pis işıqlar yanmır sürət göstərmir tormozlar heçç tutmur,,technical_support
4858,eylecler yaxshi ishlemir,,technical_support
4859,знак ремонт,,technical_support
4860,Здравствуйте мы не можем завершить поездку,Other,customer_support
4861,с меня считалось больше чем надо. и в добавок при разблокировке он 3 минуты не мог поехать мне пришлось ставит. на стоп после этого он поехал,,customer_support
4862,Telefon tutacaqı işləmir telefonum duşdu yerə,Lose/worn parts,technical_support
4863,it doesn’t unlock,,customer_support
4864,Не могу выйти,Other,customer_support
4865,cannot park,Other,customer_support
4866,thank’s,,other
4867,worst!,,other
4868,it's not working,,technical_support
4869,əyləc işləmirdi az qala dəyən,Brakes,technical_support
4870,Günəş paneli yoxdur,Other,other
4871,Мусор в корзине/ Səbətdə zibil,Other,technical_support
4872,Dayaq bowdu,Other,technical_support
4873,Rear tire is damaged,Rear wheel,technical_support
4874,velosipeddə əyləc sistemindən səs qalxırdı narahat edirdi.,,technical_support
4875,самокат не открылсч,,technical_support
4876,Serət zəifdir. dövrəsi qısadır,,technical_support
4877,Dayandı getmədi,Other,customer_support
4878,Stop işığı yoxdur,,technical_support
4879,oturacaq qalxmır,,technical_support
4880,"велосипед в нерабочем состояние, педали проворачиваются.",,technical_support
4881,təkər kliddən açılmadı,,technical_support
4882,сломан фонарь и кривая вилка,,technical_support
4883,Bağlanmır velo,Kickstand,customer_support
4884,"velosipedlər çox ağırdır , çətin gedir. daha yüngül olmalıdır duşünürəm",,other
4885,"əyləc işləmir, yüksək sürətdə ciddi təhlüşə yarada bilər.",,technical_support
4886,велосипед очень медленный . в нет сложно ездить . я через 2 мин устал,,technical_support
4887,Had to spend 2 minutes just to end the ride due to app thinking I was far away from the parking space when I already parked and locked it in place. Please fix this issue.,,customer_support
